date;year;tx;tn;rhx;rhn;rs;et0;station
2016-01-24;2016;20.54;5.448;100.0;52.92;11.61;1.1264052931256416;COR06
2016-01-25;2016;17.94;5.376;100.0;57.27;8.3;0.9597764318987708;COR06
2016-01-26;2016;16.79;5.7120000000000015;100.0;58.61;10.82;1.017045294615104;COR06
2016-01-27;2016;16.85;3.431;100.0;62.18;11.87;0.9749614229091568;COR06
2016-01-28;2016;13.44;3.026;100.0;75.2;5.2;0.7328293351904378;COR06
2016-01-29;2016;15.32;4.637;100.0;61.26;7.95;1.0289316122310983;COR06
2016-01-30;2016;17.0;2.958;100.0;60.91;11.71;0.9801073556082448;COR06
2016-01-31;2016;15.31;3.026;100.0;61.8;11.01;1.1212458312220692;COR06
2016-02-01;2016;21.9;4.7;100.0;46.93;13.17;1.73653396121584;COR06
2016-02-02;2016;20.42;5.375;100.0;46.54;11.62;1.3916959001124325;COR06
2016-02-03;2016;18.35;3.837;100.0;46.68;9.57;1.4651799037260775;COR06
2016-02-04;2016;17.93;4.848;100.0;43.97;13.02;1.6845803060359534;COR06
2016-02-05;2016;17.47;6.117000000000001;100.0;44.65;9.47;1.5323650132679891;COR06
2016-02-06;2016;16.32;3.698;100.0;62.27;7.26;1.2938355406422255;COR06
2016-02-07;2016;16.59;4.843999999999999;100.0;42.09;13.41;2.1503205002806243;COR06
2016-02-08;2016;14.39;2.756;100.0;67.81;6.757999999999999;0.8962588179111348;COR06
2016-02-09;2016;15.6;9.48;100.0;68.89;4.526;1.1490970315146602;COR06
2016-02-10;2016;15.8;12.91;100.0;81.2;2.763;0.9268718473646468;COR06
2016-02-11;2016;19.63;11.63;100.0;75.4;7.25;1.3823629815539122;COR06
2016-02-12;2016;15.8;11.56;100.0;93.9;1.67;0.5575008126856207;COR06
2016-02-13;2016;15.47;14.12;100.0;92.5;2.211;0.6212383051780231;COR06
2016-02-14;2016;14.66;5.579;100.0;42.85;9.93;2.47104034309066;COR06
2016-02-15;2016;14.18;5.315;84.7;37.11;11.91;2.3666605041678976;COR06
2016-02-16;2016;12.96;0.473;99.5;24.63;16.39;2.170351318498963;COR06
2016-02-17;2016;13.37;-2.29;100.0;33.6;16.31;1.849140203288228;COR06
2016-02-18;2016;11.02;5.915;100.0;80.4;6.5120000000000005;0.870537357279125;COR06
2016-02-19;2016;16.4;4.782;97.9;48.03;12.47;1.9134453861025773;COR06
2016-02-20;2016;18.54;5.247000000000001;93.5;38.78;16.04;2.8912406653593634;COR06
2016-02-21;2016;19.55;6.86;98.6;34.87;12.7;2.2470250653150408;COR06
2016-02-22;2016;20.28;4.437;100.0;39.79;14.91;2.1065330798324173;COR06
2016-02-23;2016;18.34;5.984;100.0;46.6;14.68;1.8676495125815689;COR06
2016-02-24;2016;14.39;2.891;100.0;67.88;8.97;1.2772591941907518;COR06
2016-02-25;2016;17.28;8.54;100.0;46.75;12.89;2.286103610925571;COR06
2016-02-26;2016;12.3;4.501;100.0;74.8;4.718;1.0253486957333129;COR06
2016-02-27;2016;11.83;3.16;100.0;46.77;9.22;1.809901701058084;COR06
2016-02-28;2016;15.86;3.634;99.0;45.74;10.37;1.851219893609201;COR06
2016-02-29;2016;18.0;2.891;100.0;29.07;17.74;2.187686110918799;COR06
2016-03-01;2016;18.88;1.412;100.0;30.69;18.74;2.427996593098764;COR06
2016-03-02;2016;20.5;0.939;100.0;39.39;18.38;2.5306207852782263;COR06
2016-03-03;2016;19.35;2.216;100.0;45.39;18.46;2.118627799471612;COR06
2016-03-04;2016;19.08;2.622;100.0;45.79;18.87;2.6149498794806987;COR06
2016-03-05;2016;16.87;3.431;100.0;30.02;18.62;2.930833757834036;COR06
2016-03-06;2016;16.72;2.152;100.0;28.33;19.71;2.6813586904953355;COR06
2016-03-07;2016;15.93;2.218;100.0;31.71;13.65;2.6177160400067643;COR06
2016-03-08;2016;16.93;-0.203;100.0;25.36;17.31;2.344166309935692;COR06
2016-03-09;2016;17.01;-0.27;100.0;40.14;12.26;2.24289328849049;COR06
2016-03-10;2016;17.74;3.904;90.2;23.34;18.91;3.1549811124893523;COR06
2016-03-11;2016;17.33;1.276;98.6;27.65;21.05;2.7045251077597148;COR06
2016-03-12;2016;19.42;-0.27;100.0;27.58;20.82;2.7512838516507;COR06
2016-03-13;2016;20.16;1.2819999999999998;100.0;24.28;20.86;2.854472511105525;COR06
2016-03-14;2016;20.29;3.5660000000000003;100.0;28.12;20.16;3.228805321829169;COR06
2016-03-15;2016;18.48;5.847;100.0;41.35;13.63;2.4450815303370783;COR06
2016-03-16;2016;19.76;8.01;100.0;41.34;17.59;2.7197548533662665;COR06
2016-03-17;2016;19.82;4.707;100.0;41.0;17.08;2.5273734307674163;COR06
2016-03-18;2016;20.23;6.462999999999999;100.0;42.9;13.61;2.3770478418578818;COR06
2016-03-19;2016;19.42;8.21;92.8;41.95;17.53;3.098431087667345;COR06
2016-03-20;2016;15.26;8.88;91.6;62.88;12.91;1.9569944915464843;COR06
2016-03-21;2016;16.93;7.94;92.9;51.4;13.52;2.2869796432825376;COR06
2016-03-22;2016;16.73;5.452000000000001;94.2;56.46;12.94;2.0463154424729337;COR06
2016-03-23;2016;16.6;6.7929999999999975;94.0;53.5;10.19;1.813760894515145;COR06
2016-03-24;2016;20.82;4.242;94.7;32.64;22.26;3.1115542964212715;COR06
2016-03-25;2016;21.63;5.052;93.8;42.21;18.51;3.1239956943492047;COR06
2016-03-26;2016;18.68;9.89;88.4;53.42;10.8;2.2880411738937894;COR06
2016-03-27;2016;21.1;9.97;94.3;33.25;20.39;3.495064251568669;COR06
2016-03-28;2016;20.82;6.125;92.1;36.76;16.5;2.688541313153833;COR06
2016-03-29;2016;24.72;5.12;90.6;25.62;23.42;3.5984640040504283;COR06
2016-03-30;2016;25.86;7.34;82.0;29.73;21.52;4.675008938341285;COR06
2016-03-31;2016;17.08;5.862;80.2;34.21;13.33;2.8783725077482063;COR06
2016-04-01;2016;20.22;2.026;88.0;17.87;24.61;3.5969083253002907;COR06
2016-04-02;2016;22.31;3.102;81.4;23.4;22.81;4.155694772254293;COR06
2016-04-03;2016;19.16;5.924;86.5;45.33;12.75;2.6539115732691303;COR06
2016-04-04;2016;15.4;10.16;91.5;71.3;2.822;1.4282630482770498;COR06
2016-04-05;2016;20.63;9.08;85.3;35.2;20.28;3.769314876032995;COR06
2016-04-06;2016;23.85;9.09;78.9;37.62;24.49;4.084040113717365;COR06
2016-04-07;2016;25.12;8.01;90.5;31.48;24.98;4.061186517288599;COR06
2016-04-08;2016;20.77;8.88;83.8;17.27;25.73;4.526280920549446;COR06
2016-04-09;2016;22.64;4.377;87.4;30.14;25.42;4.190865651345203;COR06
2016-04-10;2016;18.96;8.14;87.9;44.86;12.22;2.9299190486335007;COR06
2016-04-11;2016;17.55;9.88;89.6;60.19;11.49;2.2807357074533177;COR06
2016-04-12;2016;16.34;11.7;89.5;63.97;8.62;1.9543158553161144;COR06
2016-04-13;2016;19.43;10.43;93.5;54.1;14.99;2.6531830937706653;COR06
2016-04-14;2016;22.44;8.21;93.6;43.36;25.71;3.9196960826594287;COR06
2016-04-15;2016;22.05;9.89;92.6;46.8;18.98;3.6392429846671126;COR06
2016-04-16;2016;22.12;14.46;91.2;55.51;12.0;3.0828610846934104;COR06
2016-04-17;2016;21.7;12.65;93.2;33.79;24.17;4.225788092741592;COR06
2016-04-18;2016;27.94;10.43;88.2;33.56;23.17;4.59891642910031;COR06
2016-04-19;2016;17.22;13.92;91.6;71.7;1.899;1.0866220618490443;COR06
2016-04-20;2016;18.28;10.25;94.6;54.57;15.2;2.722768784588012;COR06
2016-04-21;2016;21.03;9.62;92.5;35.4;24.77;3.799913844950877;COR06
2016-04-22;2016;22.84;13.59;86.9;39.24;23.29;4.099846116282813;COR06
2016-04-23;2016;21.97;13.38;90.0;50.37;14.86;2.967703322899633;COR06
2016-04-24;2016;25.25;11.37;91.5;30.27;27.45;4.8909674158666885;COR06
2016-04-25;2016;26.6;11.24;79.6;20.7;28.51;5.370325062667153;COR06
2016-04-26;2016;27.27;9.76;88.8;28.99;27.82;5.00490166276323;COR06
2016-04-27;2016;25.8;12.24;90.2;27.84;21.87;4.695189383900494;COR06
2016-04-28;2016;24.92;11.71;88.8;37.82;26.51;4.7071063000007225;COR06
2016-04-29;2016;23.32;12.18;86.9;41.81;13.36;3.0597100392850485;COR06
2016-04-30;2016;27.54;13.86;90.4;23.26;25.28;4.7825811991697575;COR06
2016-05-01;2016;24.66;12.24;68.5;11.73;29.47;6.678091020361607;COR06
2016-05-02;2016;27.88;10.09;70.1;9.91;30.2;6.591612165840981;COR06
2016-05-03;2016;31.7;7.61;81.3;7.95;29.8;6.1109217607137625;COR06
2016-05-04;2016;28.48;10.84;69.74;13.89;16.5;4.455345325642883;COR06
2016-05-05;2016;22.65;15.4;73.6;38.17;9.36;2.8252967945869254;COR06
2016-05-06;2016;19.23;13.72;94.4;64.49;8.42;2.14619538535916;COR06
2016-05-07;2016;19.57;13.79;92.9;55.38;10.32;2.596139311633604;COR06
2016-05-08;2016;20.3;12.78;98.2;49.5;10.15;2.608872173158161;COR06
2016-05-09;2016;17.15;11.37;94.8;66.86;8.51;1.8731919638223609;COR06
2016-05-10;2016;18.16;11.03;93.6;58.56;9.56;2.269556006211693;COR06
2016-05-11;2016;18.01;9.02;95.3;50.39;12.34;2.6112522355432133;COR06
2016-05-12;2016;18.08;12.18;95.2;58.22;14.2;2.7691240656025733;COR06
2016-05-13;2016;19.21;11.37;93.3;54.84;20.67;3.543519143388954;COR06
2016-05-14;2016;22.17;9.22;95.5;46.06;23.49;3.860912610745088;COR06
2016-05-15;2016;25.8;11.91;96.4;33.71;24.24;4.336715251992772;COR06
2016-05-16;2016;29.01;11.77;94.8;20.89;29.32;5.466539133219579;COR06
2016-05-17;2016;30.16;13.53;90.0;25.07;28.32;5.621286633412884;COR06
2016-05-18;2016;29.49;13.99;80.3;27.17;27.94;5.941760935828325;COR06
2016-05-19;2016;29.49;12.85;91.0;27.37;29.05;5.538762899469041;COR06
2016-05-20;2016;31.17;14.67;82.3;26.69;29.35;6.237735538194933;COR06
2016-05-21;2016;31.37;13.86;83.6;24.94;29.18;6.596606980727353;COR06
2016-05-22;2016;27.41;16.48;86.0;24.75;23.1;5.59884494132875;COR06
2016-05-23;2016;29.82;12.71;67.56;22.51;29.42;6.410445813610443;COR06
2016-05-24;2016;27.35;15.34;80.6;40.18;27.08;5.804765853220828;COR06
2016-05-25;2016;25.6;15.53;83.4;28.45;28.02;5.800314471776343;COR06
2016-05-26;2016;25.13;14.8;84.8;36.14;23.17;4.960025093569281;COR06
2016-05-27;2016;26.41;12.72;84.3;34.25;28.86;5.806600090448582;COR06
2016-05-28;2016;21.11;14.06;83.8;53.89;15.59;3.470145025332912;COR06
2016-05-29;2016;23.79;12.78;89.7;37.09;26.11;5.022544951650887;COR06
2016-05-30;2016;26.48;11.77;88.0;27.64;26.76;5.046082972276922;COR06
2016-05-31;2016;29.63;12.04;84.0;20.69;30.74;6.186945209401853;COR06
2016-06-01;2016;31.1;14.4;74.2;15.91;31.11;6.416150498120475;COR06
2016-06-02;2016;31.98;13.26;77.0;17.86;27.09;6.141093415413293;COR06
2016-06-03;2016;28.02;16.41;72.7;39.91;28.76;6.852246930526412;COR06
2016-06-04;2016;28.49;14.79;82.0;27.84;29.94;6.6767564417181084;COR06
2016-06-05;2016;31.83;13.32;87.1;21.97;27.94;5.992354640254956;COR06
2016-06-06;2016;32.32;15.2;77.7;19.75;29.01;6.189721248163594;COR06
2016-06-07;2016;35.59;15.34;73.4;15.97;29.66;6.930532737671603;COR06
2016-06-08;2016;36.54;16.82;66.4;14.22;28.44;6.734529873701187;COR06
2016-06-09;2016;37.68;18.63;69.15;14.89;27.31;7.905681109185406;COR06
2016-06-10;2016;32.18;17.22;77.5;27.7;27.95;7.318568824622142;COR06
2016-06-11;2016;33.18;16.75;75.4;14.35;29.31;7.024834935592352;COR06
2016-06-12;2016;35.4;14.94;76.9;13.68;27.01;6.344644715606942;COR06
2016-06-13;2016;36.27;18.96;74.5;22.5;29.05;7.81814185247527;COR06
2016-06-14;2016;34.06;17.22;76.9;20.15;29.21;7.674594032963546;COR06
2016-06-15;2016;27.22;18.63;71.8;27.71;26.78;7.108253802952709;COR06
2016-06-16;2016;25.14;13.45;69.38;28.25;21.05;5.561961981148295;COR06
2016-06-17;2016;27.89;13.32;79.8;25.48;29.87;5.863497894623327;COR06
2016-06-18;2016;31.17;13.53;66.49;20.08;29.17;5.9268876031322;COR06
2016-06-19;2016;33.79;16.68;48.85;10.92;29.38;7.047304516676787;COR06
2016-06-20;2016;34.87;15.27;76.1;15.3;29.34;6.8959133375439325;COR06
2016-06-21;2016;35.19;16.21;63.23;18.26;28.78;6.698908300580503;COR06
2016-06-22;2016;35.4;15.74;65.6;13.27;29.92;7.6840307355686;COR06
2016-06-23;2016;35.13;14.54;61.48;17.65;28.91;6.390293019268258;COR06
2016-06-24;2016;36.0;17.62;83.9;16.51;28.72;7.105460803689401;COR06
2016-06-25;2016;33.99;16.82;75.4;14.35;29.66;7.248174808832277;COR06
2016-06-26;2016;31.04;15.54;74.9;32.55;28.28;6.451024978634738;COR06
2016-06-27;2016;36.81;16.82;74.0;20.55;28.22;7.207290289260015;COR06
2016-06-28;2016;34.25;20.84;77.2;27.3;15.99;5.047283238509583;COR06
2016-06-29;2016;35.32;20.51;71.2;31.06;27.81;7.615527934649412;COR06
2016-06-30;2016;34.53;19.64;74.8;11.93;28.13;7.895715717885512;COR06
2016-07-01;2016;34.99;17.62;83.2;12.33;30.25;7.348425960358554;COR06
2016-07-02;2016;38.01;17.89;64.64;17.52;27.94;6.4083680821825935;COR06
2016-07-03;2016;41.7;22.45;54.7;11.58;27.03;9.314429269177609;COR06
2016-07-04;2016;34.39;19.83;79.9;34.23;28.11;7.422177005428896;COR06
2016-07-05;2016;36.13;20.98;73.1;30.66;28.47;7.6577050075025745;COR06
2016-07-06;2016;36.2;20.51;83.4;24.32;25.31;6.9445309029002855;COR06
2016-07-07;2016;30.3;21.78;68.32;39.63;14.68;4.945333248542983;COR06
2016-07-08;2016;35.53;19.44;78.3;27.62;29.01;6.846378540372919;COR06
2016-07-09;2016;39.02;20.84;66.44;14.55;29.49;7.4630573652963506;COR06
2016-07-10;2016;39.02;21.65;63.07;19.67;28.89;7.666554472315244;COR06
2016-07-11;2016;38.95;22.66;68.5;19.33;29.08;8.094812824416392;COR06
2016-07-12;2016;37.28;19.64;61.6;12.0;30.37;8.130962635317431;COR06
2016-07-13;2016;37.21;18.49;50.88;10.85;30.48;7.6101795084617985;COR06
2016-07-14;2016;36.07;20.98;65.03;23.99;29.06;6.842257453571907;COR06
2016-07-15;2016;36.6;20.84;67.72;21.49;29.06;7.243308617775204;COR06
2016-07-16;2016;36.47;20.91;65.23;23.38;29.11;7.39581596792196;COR06
2016-07-17;2016;37.87;20.3;64.62;17.79;28.71;7.552252017040553;COR06
2016-07-18;2016;37.87;19.71;60.58;14.35;28.8;7.616172768169621;COR06
2016-07-19;2016;40.55;22.52;55.64;14.68;19.07;6.943732130821947;COR06
2016-07-20;2016;36.6;24.32;66.89;24.81;18.65;6.7934349121039865;COR06
2016-07-21;2016;38.07;20.98;69.41;12.8;29.22;8.019806873148147;COR06
2016-07-22;2016;36.67;17.42;59.74;12.87;29.27;7.884562237424167;COR06
2016-07-23;2016;37.27;18.5;74.4;19.13;28.6;6.431520030994872;COR06
2016-07-24;2016;37.66;22.05;70.0;19.06;28.32;6.981590454308206;COR06
2016-07-25;2016;39.01;19.9;62.55;17.65;28.7;6.944701916325911;COR06
2016-07-26;2016;39.81;20.57;51.54;13.34;28.86;7.544497429674602;COR06
2016-07-27;2016;37.27;20.24;59.77;20.21;27.85;7.76970482909172;COR06
2016-07-28;2016;38.87;20.84;68.33;13.88;28.23;7.254083381111113;COR06
2016-07-29;2016;38.95;20.84;65.56;15.9;26.39;7.855369984496641;COR06
2016-07-30;2016;33.98;21.84;75.1;27.89;26.66;7.387241343537861;COR06
2016-07-31;2016;37.2;19.83;73.5;13.54;27.77;7.462669785538214;COR06
2016-08-01;2016;38.68;17.49;65.24;6.601;29.62;6.934829059245125;COR06
2016-08-02;2016;38.87;18.76;60.79;17.04;27.92;6.88732396021631;COR06
2016-08-03;2016;36.93;22.18;69.67;17.25;28.15;7.468555558396393;COR06
2016-08-04;2016;38.48;20.84;71.8;13.34;27.48;7.655720289804107;COR06
2016-08-05;2016;38.67;21.79;60.05;18.99;27.88;7.453630787548863;COR06
2016-08-06;2016;38.33;22.65;64.2;25.8;26.95;6.710227367339108;COR06
2016-08-07;2016;37.45;20.64;59.7;24.99;27.41;7.024585356325357;COR06
2016-08-08;2016;38.33;20.17;65.71;13.94;28.05;7.223776359037044;COR06
2016-08-09;2016;37.8;18.36;54.65;14.55;27.36;7.3829186032584335;COR06
2016-08-10;2016;33.84;21.78;60.1;27.02;25.68;6.621090090852458;COR06
2016-08-11;2016;35.38;21.38;58.41;17.45;26.59;6.6005805883453545;COR06
2016-08-12;2016;35.92;20.57;71.4;15.76;26.87;6.761883782880546;COR06
2016-08-13;2016;36.25;19.5;68.88;16.3;26.84;6.470524272694254;COR06
2016-08-14;2016;35.51;19.7;71.6;22.77;25.08;6.181401563761843;COR06
2016-08-15;2016;34.38;20.91;65.09;24.46;18.76;5.444773654392527;COR06
2016-08-16;2016;36.93;23.59;67.97;22.9;24.63;7.216724820115391;COR06
2016-08-17;2016;35.72;18.83;71.2;16.84;25.64;6.246180965209558;COR06
2016-08-18;2016;36.79;20.64;68.4;19.54;26.22;6.790753759563402;COR06
2016-08-19;2016;36.32;18.9;70.2;20.61;26.36;6.5277241838607685;COR06
2016-08-20;2016;36.32;21.05;68.47;10.04;26.06;6.695610804117044;COR06
2016-08-21;2016;37.72;16.21;63.16;16.71;26.29;5.908093026857983;COR06
2016-08-22;2016;37.72;22.18;76.8;29.03;25.21;6.1796709396738265;COR06
2016-08-23;2016;38.26;20.98;67.52;17.85;25.39;6.0587510417235375;COR06
2016-08-24;2016;37.39;20.37;80.9;18.12;25.98;6.285509018940791;COR06
2016-08-25;2016;36.46;18.83;70.0;17.18;24.88;5.810991837995689;COR06
2016-08-26;2016;37.45;19.63;75.3;19.73;21.22;5.435181240158714;COR06
2016-08-27;2016;38.6;20.91;68.4;19.33;22.97;5.756396308961537;COR06
2016-08-28;2016;38.13;22.72;59.62;13.41;22.91;6.286832540165353;COR06
2016-08-29;2016;37.8;18.03;82.4;17.92;24.72;5.813887357260933;COR06
2016-08-30;2016;35.45;18.36;58.76;13.41;24.63;6.5541145373057415;COR06
2016-08-31;2016;32.17;17.08;73.0;27.02;23.81;5.216565427320875;COR06
2016-09-01;2016;35.24;19.16;67.39;26.68;23.52;5.3179232278606055;COR06
2016-09-02;2016;36.25;20.1;78.0;23.64;23.57;5.002524296514717;COR06
2016-09-03;2016;37.99;20.84;61.99;15.9;21.87;5.052526281845634;COR06
2016-09-04;2016;40.01;22.32;54.56;13.4;22.95;5.38129500809714;COR06
2016-09-05;2016;42.15;19.5;53.29;9.16;22.85;5.2617703349688;COR06
2016-09-06;2016;43.29;20.71;57.07;8.62;22.43;7.0343986193172165;COR06
2016-09-07;2016;39.54;20.51;52.75;15.69;21.78;7.510008066253473;COR06
2016-09-08;2016;34.71;21.17;76.8;22.44;21.84;6.342055234967092;COR06
2016-09-09;2016;32.51;17.64;81.3;11.94;21.04;5.379902393207455;COR06
2016-09-10;2016;34.71;14.46;71.1;17.25;23.62;5.134446035341163;COR06
2016-09-11;2016;35.44;16.88;66.26;18.26;22.38;5.1913464071503785;COR06
2016-09-12;2016;35.72;19.36;78.0;20.88;22.18;6.65240322341161;COR06
2016-09-13;2016;25.93;17.88;85.5;46.92;12.9;3.833467823794352;COR06
2016-09-14;2016;24.79;12.58;83.6;26.29;18.31;4.041173086782076;COR06
2016-09-15;2016;25.99;10.22;77.8;28.92;20.04;3.9559403782485822;COR06
2016-09-16;2016;28.68;11.23;82.3;27.57;22.88;4.379452243676021;COR06
2016-09-17;2016;32.83;14.39;61.81;18.12;22.95;4.983907537629153;COR06
2016-09-18;2016;32.49;17.08;60.18;15.43;22.6;5.304097065287982;COR06
2016-09-19;2016;30.96;15.87;63.46;17.59;19.0;5.541054029357807;COR06
2016-09-20;2016;30.75;17.34;80.8;22.57;19.97;5.349604638973936;COR06
2016-09-21;2016;31.63;12.85;70.2;21.43;21.87;4.915748084418867;COR06
2016-09-22;2016;28.54;16.0;85.3;30.4;20.86;4.888390263076425;COR06
2016-09-23;2016;30.15;14.72;87.8;32.08;20.53;3.831547160006142;COR06
2016-09-24;2016;31.96;14.19;71.9;21.5;20.83;3.7853697081921767;COR06
2016-09-25;2016;31.36;14.93;69.57;23.85;18.45;3.4535974298654786;COR06
2016-09-26;2016;32.7;16.88;58.9;19.67;18.98;3.9386208136884338;COR06
2016-09-27;2016;33.3;15.13;85.7;19.27;20.52;4.359576159060232;COR06
2016-09-28;2016;31.09;16.68;69.16;25.07;18.8;4.527027922935208;COR06
2016-09-29;2016;30.28;18.62;56.26;28.84;20.0;5.427624874535387;COR06
2016-09-30;2016;30.15;15.26;77.7;17.32;20.17;4.007583172686461;COR06
2016-10-01;2016;30.08;15.94;66.06;23.11;19.43;3.8689392142969954;COR06
2016-10-02;2016;29.14;15.4;75.1;28.51;19.31;3.486238194458747;COR06
2016-10-03;2016;32.63;13.73;69.18;18.8;19.32;4.331571592271774;COR06
2016-10-04;2016;32.56;15.74;58.3;20.01;18.43;3.5861835444283567;COR06
2016-10-05;2016;32.7;14.72;81.2;22.03;18.15;4.000136496152488;COR06
2016-10-06;2016;31.02;15.26;76.6;29.78;17.96;3.4474203204527654;COR06
2016-10-07;2016;30.35;14.13;78.5;22.31;17.79;3.327776926575825;COR06
2016-10-08;2016;30.56;12.98;74.3;18.47;17.31;3.630664606437043;COR06
2016-10-09;2016;28.48;11.23;76.2;22.51;18.17;3.864105487346693;COR06
2016-10-10;2016;26.93;10.62;80.7;22.92;17.47;3.360032237923602;COR06
2016-10-11;2016;24.58;12.99;89.5;39.84;13.097;2.872978359230873;COR06
2016-10-12;2016;20.03;13.78;92.6;67.0;3.93;1.4541339081759102;COR06
2016-10-13;2016;20.29;15.2;93.0;56.18;11.86;2.276020714613576;COR06
2016-10-14;2016;21.96;13.52;89.1;47.13;14.77;2.504435934765168;COR06
2016-10-15;2016;24.31;11.16;89.4;32.96;17.43;2.696700145942556;COR06
2016-10-16;2016;26.13;13.32;85.6;38.62;16.16;2.481559436216619;COR06
2016-10-17;2016;24.59;12.85;91.2;43.01;12.54;1.96597871480966;COR06
2016-10-18;2016;26.47;14.72;88.1;39.03;11.5;2.1221232570509136;COR06
2016-10-19;2016;26.87;17.95;80.0;42.6;10.96;2.045155171659546;COR06
2016-10-20;2016;26.53;16.88;87.0;48.47;13.16;2.128029697786095;COR06
2016-10-21;2016;23.98;14.66;90.6;53.06;10.66;1.8215948783643667;COR06
2016-10-22;2016;19.22;17.21;92.2;76.5;2.968;1.0014004508662768;COR06
2016-10-23;2016;18.36;13.78;94.6;78.1;2.967;1.0790258970933009;COR06
2016-10-24;2016;20.55;13.24;93.9;62.04;10.14;1.8174751833024363;COR06
2016-10-25;2016;25.12;15.2;91.8;52.92;10.31;1.8120587675333013;COR06
2016-10-26;2016;32.51;16.48;93.3;38.41;14.04;2.5656751827394246;COR06
2016-10-27;2016;29.01;17.08;88.3;44.68;11.86;2.219963028640452;COR06
2016-10-28;2016;27.13;15.67;94.2;44.95;12.82;2.0272163604448576;COR06
2016-10-29;2016;25.37;14.18;93.7;43.67;14.82;2.108781022606538;COR06
2016-10-30;2016;27.19;11.84;90.7;23.79;15.51;2.3943435024251003;COR06
2016-10-31;2016;25.25;10.23;85.5;26.36;15.2;2.3947101850518924;COR06
2016-11-01;2016;23.17;11.77;81.5;42.61;11.66;2.283561169573871;COR06
2016-11-02;2016;27.06;12.58;87.3;35.05;13.48;2.189840955427365;COR06
2016-11-03;2016;26.53;13.18;87.7;35.93;10.82;2.256107636461921;COR06
2016-11-04;2016;21.84;16.74;86.9;57.18;5.567;1.6632884376808306;COR06
2016-11-05;2016;20.63;14.12;95.6;68.73;6.912999999999999;1.4984906849142543;COR06
2016-11-06;2016;16.8;7.67;88.9;52.01;13.08;1.5759725534424365;COR06
2016-11-07;2016;16.26;4.85;93.7;36.02;13.78;1.6306608503664957;COR06
2016-11-08;2016;15.45;2.5580000000000003;93.1;44.73;13.96;1.280987514122058;COR06
2016-11-09;2016;14.18;5.452999999999999;96.4;67.81;4.8260000000000005;0.8443466578063813;COR06
2016-11-10;2016;16.12;6.995;98.8;58.61;10.27;0.9723565677526728;COR06
2016-11-11;2016;18.26;5.246;96.9;44.57;12.79;1.2740878586373834;COR06
2016-11-12;2016;17.94;3.972;97.8;48.43;11.09;1.0482722991678222;COR06
2016-11-13;2016;22.64;8.28;97.4;38.1;11.82;1.355670994892602;COR06
2016-11-14;2016;20.22;6.725;96.9;35.27;13.09;1.994019631122395;COR06
2016-11-15;2016;19.28;4.714;84.2;36.69;13.11;1.9704902114967424;COR06
2016-11-16;2016;22.52;5.255;88.0;21.65;13.17;2.1039501690137685;COR06
2016-11-17;2016;20.95;3.837;88.4;32.3;12.58;1.3876162724826029;COR06
2016-11-18;2016;19.74;5.052;91.1;37.9;11.82;1.200726338320667;COR06
2016-11-19;2016;19.0;5.72;94.4;49.98;11.95;1.1194496735845318;COR06
2016-11-20;2016;16.21;7.33;98.3;81.6;1.517;0.7705066631819331;COR06
2016-11-21;2016;17.62;13.05;94.1;80.8;3.022;1.0627164095267534;COR06
2016-11-22;2016;16.07;9.82;95.0;66.98;4.552;0.8163846852369202;COR06
2016-11-23;2016;14.85;8.35;96.5;58.57;10.94;1.0889724327201264;COR06
2016-11-24;2016;13.71;5.051;95.9;51.96;10.63;0.9639155464242914;COR06
2016-11-25;2016;12.24;7.6;95.8;74.3;3.875;0.8389129790018525;COR06
2016-11-26;2016;14.93;10.42;95.8;72.8;4.265;0.8868167605414892;COR06
2016-11-27;2016;14.72;10.62;97.1;64.3;5.27;0.8919996667977655;COR06
2016-11-28;2016;15.33;8.88;94.4;66.73;6.1720000000000015;0.8130082025470747;COR06
2016-11-29;2016;16.99;8.21;96.2;55.04;10.21;1.0643975068516318;COR06
2016-11-30;2016;19.48;8.08;87.3;49.03;8.93;1.523017638026246;COR06
2016-12-01;2016;17.47;11.37;93.0;61.25;5.819;0.9161961885787764;COR06
2016-12-02;2016;17.66;12.45;96.8;64.14;9.44;0.9135176044423002;COR06
2016-12-03;2016;16.0;11.64;95.4;67.68;3.477;0.9414096361539904;COR06
2016-12-04;2016;17.6;13.18;96.2;68.59;6.9270000000000005;0.921614228687702;COR06
2016-12-05;2016;20.15;10.23;94.1;53.27;10.31;1.1428628769495073;COR06
2016-12-06;2016;20.22;8.95;95.8;52.53;10.57;1.0776914306632792;COR06
2016-12-07;2016;20.16;8.62;94.7;52.54;9.65;1.0525837046750386;COR06
2016-12-08;2016;17.88;7.74;94.8;47.69;10.11;1.2219562762400311;COR06
2016-12-09;2016;18.94;7.87;91.4;46.12;10.64;1.2847926475391522;COR06
2016-12-10;2016;19.01;6.7929999999999975;94.1;52.87;10.29;0.9070692514746;COR06
2016-12-11;2016;18.21;6.393;95.6;55.85;10.35;0.7957405812987517;COR06
2016-12-12;2016;19.69;5.4570000000000025;95.8;45.86;10.46;0.9077966474833088;COR06
2016-12-13;2016;17.26;4.58;95.7;56.92;9.3;0.7648991501017022;COR06
2016-12-14;2016;12.18;8.48;94.2;74.5;2.164;0.7539637500833687;COR06
2016-12-15;2016;13.17;7.87;96.2;71.6;4.8260000000000005;0.6606039629728648;COR06
